PartNumber,PartDescription,Brand,Size,BoltPattern,Offset,MSRP_USD,MAP_USD,Finish,TIS_Comparable_MAP,Price_Difference,Match_Type
D53117855262,HOSTAGE 17X8.5 5X4.5/120 72 BD +38,Fuel 1PC,17X8.5,5X4.5/120,38,320.00,320.00 ,Matte Bronze w/ Black Lip,,,
D53117855752,17X8.5 HOSTAGE 5X5.0/5.5 BD 5.25 14 87.1,Fuel 1PC,17X8.5,5X5/5.5,14,320.00,320.00 ,Matte Bronze w/ Black Lip,,,
D53117859855,HOSTAGE 17X8.5 6X135/5.5 BD 106.4 19MM,Fuel 1PC,17X8.5,6X135,19,320.00,320.00 ,Matte Bronze w/ Black Lip,,,
D53117900545,HOSTAGE 17X9 5X5.0/135 87.1 BD -12,Fuel 1PC,17X9,5X5.0/135,-12,320.00,320.00 ,Matte Bronze w/ Black Lip,378.00,-58.00,exact
D53117900550,HOSTAGE 17X9 5X5.0/135 87.1 BD +01,Fuel 1PC,17X9,5X5.0/135,1,320.00,320.00 ,Matte Bronze w/ Black Lip,378.00,-58.00,exact
D53117901750,HOSTAGE 17X9 8X170 125.1 BD +01,Fuel 1PC,17X9,8X170,1,320.00,320.00 ,Matte Bronze w/ Black Lip,378.00,-58.00,exact
D53117902645,HOSTAGE 17X9 5X4.5/5.0 78.1 BD -12,Fuel 1PC,17X9,5X4.5/5.0,-12,320.00,320.00 ,Matte Bronze w/ Black Lip,378.00,-58.00,exact
D53117908250,HOSTAGE 17X9 8X6.5 125.1 BD +01,Fuel 1PC,17X9,8X6.5,1,320.00,320.00 ,Matte Bronze w/ Black Lip,378.00,-58.00,exact
D53117909550,HOSTAGE 17X9 5X135/5.5  BD +01,Fuel 1PC,17X9,5X135/5.5,1,320.00,320.00 ,Matte Bronze w/ Black Lip,378.00,-58.00,exact
D53117909845,HOSTAGE 17X9 6X135/5.5 106.1 BD -12,Fuel 1PC,17X9,6X135/5.5,-12,320.00,320.00 ,Matte Bronze w/ Black Lip,378.00,-58.00,exact
D53117909850,HOSTAGE 17X9 6X135/5.5 106.1 BD +01,Fuel 1PC,17X9,6X135/5.5,1,320.00,320.00 ,Matte Bronze w/ Black Lip,378.00,-58.00,exact
D53118900455,HOSTAGE 18X9 5X4.5/4.75 BD 5.50 78.1 +14,Fuel 1PC,18X9,5X4.5,14,370.00,370.00 ,Matte Bronze w/ Black Lip,398.00,-28.00,exact
D53118902645,HOSTAGE 18X9 5X4.5/5.0 78.1 BD -12,Fuel 1PC,18X9,5X4.5/5.0,-12,370.00,370.00 ,Matte Bronze w/ Black Lip,398.00,-28.00,exact
D53118909550,HOSTAGE 18X9 5X135/5.5 BD 5.00 87.1 01MM,Fuel 1PC,18X9,5X135/5.5,1,370.00,370.00 ,Matte Bronze w/ Black Lip,398.00,-28.00,exact
D53118909845,HOSTAGE 18X9 6X135/5.5 106.1 BD -12,Fuel 1PC,18X9,6X135/5.5,-12,370.00,370.00 ,Matte Bronze w/ Black Lip,398.00,-28.00,exact
D53118909850,HOSTAGE 18X9 6X135/5.5 106.1 BD +01,Fuel 1PC,18X9,6X135/5.5,1,370.00,370.00 ,Matte Bronze w/ Black Lip,398.00,-28.00,exact
D53118909857,HOSTAGE 18X9 6X135/5.5 106.1 BD +20,Fuel 1PC,18X9,6X135/5.5,20,370.00,370.00 ,Matte Bronze w/ Black Lip,398.00,-28.00,exact
D53120005645,HOSTAGE 20X10 5X150 BD 4.50 110.3 -24MM,Fuel 1PC,20X10,5X150,-24,460.00,460.00 ,Matte Bronze w/ Black Lip,458.00,2.00,exact
D53120009847,HOSTAGE 20X10 6X135/5.5 106.1 BD -18,Fuel 1PC,20X10,6X135/5.5,-18,460.00,460.00 ,Matte Bronze w/ Black Lip,458.00,2.00,exact
D53120900545,HOSTAGE 20X9 5X5.0/135 87.1 BD -12,Fuel 1PC,20X9,5X5.0/135,-12,435.00,435.00 ,Matte Bronze w/ Black Lip,438.00,-3.00,exact
D53120900550,HOSTAGE 20X9 5X5.0/135 87.1 BD +01,Fuel 1PC,20X9,5X5.0/135,1,435.00,435.00 ,Matte Bronze w/ Black Lip,438.00,-3.00,exact
D53120905750,HOSTAGE 20X9 5X5/5.5 BD 5.00 87.1 01MM,Fuel 1PC,20X9,5X5/5.5,1,435.00,435.00 ,Matte Bronze w/ Black Lip,438.00,-3.00,exact
D53120906957,HOSTAGE 20X9 6X120/5.5 78.1 BD +19,Fuel 1PC,20X9,6X120/5.5,19,435.00,435.00 ,Matte Bronze w/ Black Lip,438.00,-3.00,exact
D53120907050,HOSTAGE 20X9 5X5.5/150 110.1 BD +01,Fuel 1PC,20X9,5X5.5/150,1,435.00,435.00 ,Matte Bronze w/ Black Lip,438.00,-3.00,exact
D53120909845,HOSTAGE 20X9 6X135/5.5 106.1 BD -12,Fuel 1PC,20X9,6X135/5.5,-12,435.00,435.00 ,Matte Bronze w/ Black Lip,438.00,-3.00,exact
D53120909850,HOSTAGE 20X9 6X135/5.5 106.1 BD +01,Fuel 1PC,20X9,6X135/5.5,1,435.00,435.00 ,Matte Bronze w/ Black Lip,438.00,-3.00,exact
D53120909857,HOSTAGE 20X9 6X135/5.5 106.1 BD +20,Fuel 1PC,20X9,6X135/5.5,20,435.00,435.00 ,Matte Bronze w/ Black Lip,438.00,-3.00,exact
D53417901757,BOOST 17X9 8X170 NB 5.75 125.2 20MM,Fuel 1PC,17X9,8X170,20,345.00,345.00 ,Matte Black,398.00,-53.00,exact
D53417902655,BOOST 17X9 5X4.5/5 NB 5.50 78.1 14MM,Fuel 1PC,17X9,5X4.5/5,14,345.00,345.00 ,Matte Black,398.00,-53.00,exact
D53417905755,BOOST 17X9 5X5/5.5 NB 5.50 87.1 14MM,Fuel 1PC,17X9,5X5/5.5,14,345.00,345.00 ,Matte Black,398.00,-53.00,exact
D53418901757,BOOST 18X9 8X170 NB 5.75 125.2 20MM,Fuel 1PC,18X9,8X170,20,395.00,395.00 ,Matte Black,446.54,-51.54,size-avg
D53418901857,BOOST 18X9 8X180 NB 5.75 125.2 20MM,Fuel 1PC,18X9,8X180,20,395.00,395.00 ,Matte Black,446.54,-51.54,size-avg
D53418902655,BOOST 18X9 5X4.5/5 NB 5.50 78.1 14MM,Fuel 1PC,18X9,5X4.5/5,14,395.00,395.00 ,Matte Black,446.54,-51.54,size-avg
D53418905655,BOOST 18X9 5X150 NB 5.50 110.3 14MM,Fuel 1PC,18X9,5X150,14,395.00,395.00 ,Matte Black,446.54,-51.54,size-avg
D53418905755,BOOST 18X9 5X5/5.5 NB 5.50 87.1 14MM,Fuel 1PC,18X9,5X5/5.5,14,395.00,395.00 ,Matte Black,446.54,-51.54,size-avg
D53420901757,BOOST 20X9 8X170 NB 5.75 125.2 20MM,Fuel 1PC,20X9,8X170,20,500.00,500.00 ,Matte Black,478.00,22.00,exact
D53420902655,BOOST 20X9 5X4.5/5.0 78.1 NB +14,Fuel 1PC,20X9,5X4.5/5,14,500.00,500.00 ,Matte Black,478.00,22.00,exact
D53420905655,BOOST 20X9 5X150 NB 5.50 110.3 14MM,Fuel 1PC,20X9,5X150,14,500.00,500.00 ,Matte Black,478.00,22.00,exact
D53420905745,BOOST 20X9 5X5/5.5 NB 4.50 87.1 -12MM,Fuel 1PC,20X9,5X5/5.5,-12,500.00,500.00 ,Matte Black,478.00,22.00,exact
D53420905755,BOOST 20X9 5X5/5.5 NB 5.50 87.1 14MM,Fuel 1PC,20X9,5X5/5.5,14,500.00,500.00 ,Matte Black,478.00,22.00,exact
D53420908257,BOOST 20X9 8X6.5 NB 5.75 125.2 20MM,Fuel 1PC,20X9,8X6.5,20,500.00,500.00 ,Matte Black,478.00,22.00,exact
D53420908345,BOOST 20X9 6X5.5 NB 4.50 108 -12MM,Fuel 1PC,20X9,6X5.5,-12,500.00,500.00 ,Matte Black,478.00,22.00,exact
D53420908355,BOOST 20X9 6X5.5 NB 5.50 108 14MM,Fuel 1PC,20X9,6X5.5,14,500.00,500.00 ,Matte Black,478.00,22.00,exact
D53617908245,MAVERICK 17X9 8X6.5 125.1 P -12,Fuel 1PC,17X9,8X6.5,-12,410.00,410.00 ,Chrome,394.08,15.92,size-avg
D53618901757,MAVERICK 18X9 8X170 125.1 P +20,Fuel 1PC,18X9,8X170,20,460.00,460.00 ,Chrome,543.04,-83.04,exact
D53618901857,MAVERICK 18X9 8X180 125.1 P +20,Fuel 1PC,18X9,8X180,20,460.00,460.00 ,Chrome,543.04,-83.04,exact
D53618906957,MAVERICK 18X9 6X120/5.5 78.1 P +19,Fuel 1PC,18X9,6X120/5.5,19,460.00,460.00 ,Chrome,543.04,-83.04,exact
D53618908245,MAVERICK 18X9 8X6.5 125.1 P -12,Fuel 1PC,18X9,8X6.5,-12,460.00,460.00 ,Chrome,543.04,-83.04,exact
D53618909850,MAVERICK 18X9 6X135/5.5 106.1 P +01,Fuel 1PC,18X9,6X135/5.5,1,460.00,460.00 ,Chrome,543.04,-83.04,exact
D53618909854,MAVERICK 18X9 6X135/5.5 106.1 P +13,Fuel 1PC,18X9,6X135/5.5,13,460.00,460.00 ,Chrome,543.04,-83.04,exact
D53618909857,MAVERICK 18X9 6X135/5.5 106.1 P +20,Fuel 1PC,18X9,6X135/5.5,20,460.00,460.00 ,Chrome,543.04,-83.04,exact
D53620001847,MAVERICK 20X10 8X180 125.1 P -18,Fuel 1PC,20X10,8X180,-18,610.00,610.00 ,Chrome,633.13,-23.13,exact
D53620009847,MAVERICK 20X10 6X135/5.5 106.1 P -18,Fuel 1PC,20X10,6X135/5.5,-18,610.00,610.00 ,Chrome,633.13,-23.13,exact
D53620201747,MAVERICK 20X12 8X170 125.1 P -44,Fuel 1PC,20X12,8X170,-44,660.00,660.00 ,Chrome,668.69,-8.69,exact
D53620207047,MAVERICK 20X12 5X5.5/150 110.1 P -44,Fuel 1PC,20X12,5X5.5/150,-44,660.00,660.00 ,Chrome,668.69,-8.69,exact
D53620828D35,MAVERICK DRW 20X8.25 8X6.5 -240 P (DR),Fuel 1PC,20X8.25,8X6.5,-240,610.00,610.00 ,Chrome,698.00,-88.00,exact
D53620828DF,MAVERICK DRW 20X8.25 8X6.5 +122 P (DF),Fuel 1PC,20X8.25,8X6.5,122,610.00,610.00 ,Chrome,698.00,-88.00,exact
D5362082A9,MAVERICK DRW 20X8.25 10X225 +105 P (DF),Fuel 1PC,20X8.25,10X225,105,610.00,610.00 ,Chrome,698.00,-88.00,exact
D5362082A935,MAVERICK DRW 20X8.25 10X225 -202 P (DR),Fuel 1PC,20X8.25,10X225,-202,610.00,610.00 ,Chrome,698.00,-88.00,exact
D53620901750,MAVERICK 20X9 8X170 125.1 P +01,Fuel 1PC,20X9,8X170,1,585.00,585.00 ,Chrome,622.15,-37.15,exact
D53620901757,MAVERICK 20X9 8X170 125.1 P +20,Fuel 1PC,20X9,8X170,20,585.00,585.00 ,Chrome,622.15,-37.15,exact
D53620901850,MAVERICK 20X9 8X180 125.1 P +01,Fuel 1PC,20X9,8X180,1,585.00,585.00 ,Chrome,622.15,-37.15,exact
D53620901857,MAVERICK 20X9 8X180 125.1 P +20,Fuel 1PC,20X9,8X180,20,585.00,585.00 ,Chrome,622.15,-37.15,exact
D53620906957,MAVERICK 20X9 6X120/5.5 78.1 P +19,Fuel 1PC,20X9,6X120/5.5,19,585.00,585.00 ,Chrome,622.15,-37.15,exact
D53620907050,MAVERICK 20X9 5X5.5/150 110.1 P +01,Fuel 1PC,20X9,5X5.5/150,1,585.00,585.00 ,Chrome,622.15,-37.15,exact
D53620908250,MAVERICK 20X9 8X6.5 125.1 P +01,Fuel 1PC,20X9,8X6.5,1,585.00,585.00 ,Chrome,622.15,-37.15,exact
D53620909850,MAVERICK 20X9 6X135/5.5 106.1 P +01,Fuel 1PC,20X9,6X135/5.5,1,585.00,585.00 ,Chrome,622.15,-37.15,exact
D53620909857,MAVERICK 20X9 6X135/5.5 106.1 P +20,Fuel 1PC,20X9,6X135/5.5,20,585.00,585.00 ,Chrome,622.15,-37.15,exact
D53622009844,MAVERICK 22X10 6X135/5.5 106.1 P -24 BB,Fuel 1PC,22X10,6X135/5.5,-24,635.00,635.00 ,Chrome,738.00,-103.00,exact
D53622209846,MAVERICK 22X12 6X135/5.5 106.1 P -45,Fuel 1PC,22X12,6X135/5.5,-45,685.00,685.00 ,Chrome,805.63,-120.63,exact
D53817658230,MAVERICK DRW 17X6.5 8X6.5 -178 NBD (DR),Fuel 1PC,17X6.5,8X6.5,-178,330.00,330.00 ,Matte Black w/ Dark Tint,531.33,-201.33,size-avg
D538176582F,MAVERICK DRW 17X6.5 8X6.5 +116 NBD (DF),Fuel 1PC,17X6.5,8X6.5,116,330.00,330.00 ,Matte Black w/ Dark Tint,531.33,-201.33,size-avg
D538176582R,MAVERICK DRW 17X6.5 8X6.5 -140 NBD (DR),Fuel 1PC,17X6.5,8X6.5,-140,330.00,330.00 ,Matte Black w/ Dark Tint,531.33,-201.33,size-avg
D53817659230,MAVERICK DRW 17X6.5 8X200 -178 NBD (DR),Fuel 1PC,17X6.5,8X200,-178,330.00,330.00 ,Matte Black w/ Dark Tint,531.33,-201.33,size-avg
D538176592F,MAVERICK DRW 17X6.5 8X200 +116 NBD (DF),Fuel 1PC,17X6.5,8X200,116,330.00,330.00 ,Matte Black w/ Dark Tint,531.33,-201.33,size-avg
D538176592R,MAVERICK DRW 17X6.5 8X200 -140 NBD (DR),Fuel 1PC,17X6.5,8X200,-140,330.00,330.00 ,Matte Black w/ Dark Tint,531.33,-201.33,size-avg
D53817659330,MAVERICK DRW 17X6.5 8X210 -178 NBD (DR),Fuel 1PC,17X6.5,8X210,-178,330.00,330.00 ,Matte Black w/ Dark Tint,531.33,-201.33,size-avg
D538176593F,MAVERICK DRW 17X6.5 8X210 +116 NBD (DF),Fuel 1PC,17X6.5,8X210,116,330.00,330.00 ,Matte Black w/ Dark Tint,531.33,-201.33,size-avg
D538176593R,MAVERICK DRW 17X6.5 8X210 -140 NBD (DR),Fuel 1PC,17X6.5,8X210,-140,330.00,330.00 ,Matte Black w/ Dark Tint,531.33,-201.33,size-avg
D53817852660,MAVERICK 17X8.5 5X4.5/5.0 78.1 NBD +32,Fuel 1PC,17X8.5,5X4.5/5.0,32,345.00,345.00 ,Matte Black w/ Dark Tint,,,
D53817852755,MAVERICK 17X8.5 6X4.5/5.5 78.1 NBD +20,Fuel 1PC,17X8.5,6X4.5/5.5,20,345.00,345.00 ,Matte Black w/ Dark Tint,,,
D53817855255,MAVERICK 17X8.5 5X4.5/120 NBD 72 20MM,Fuel 1PC,17X8.5,5X4.5,20,345.00,345.00 ,Matte Black w/ Dark Tint,,,
D53817855260,MAVERICK 17X8.5 5X4.5/120 72 NBD +32,Fuel 1PC,17X8.5,5X4.5/120,32,345.00,345.00 ,Matte Black w/ Dark Tint,,,
D5381785C157,MAVERICK 17X8.5 5X110/5.0 72 NBD +25,Fuel 1PC,17X8.5,5X110/5.0,25,345.00,345.00 ,Matte Black w/ Dark Tint,,,
D5381785D257,MAVERICK 17X8.5 6X4.5/120 72 NBD +25,Fuel 1PC,17X8.5,6X4.5/120,25,345.00,345.00 ,Matte Black w/ Dark Tint,,,
D53817900550,MAVERICK 17X9 5X5/135 87.1 NBD +01,Fuel 1PC,17X9,5X5.0,1,345.00,345.00 ,Matte Black w/ Dark Tint,398.00,-53.00,exact
D53817901750,MAVERICK 17X9 8X170 125.1 NBD +01,Fuel 1PC,17X9,8X170,1,345.00,345.00 ,Matte Black w/ Dark Tint,398.00,-53.00,exact
D53817902650,MAVERICK 17X9 5X4.5/5.0 78.1 NBD +01,Fuel 1PC,17X9,5X4.5/5.0,1,345.00,345.00 ,Matte Black w/ Dark Tint,398.00,-53.00,exact
D53817902657,MAVERICK 17X9 5X4.5/5 NBD 5.75 78.1 20MM,Fuel 1PC,17X9,5X4.5,20,345.00,345.00 ,Matte Black w/ Dark Tint,398.00,-53.00,exact
D53817905757,MAVERICK 17X9 5X5/5.5 NBD 5.75 87.1 20MM,Fuel 1PC,17X9,5X5.0,20,345.00,345.00 ,Matte Black w/ Dark Tint,398.00,-53.00,exact
D53817908250,MAVERICK 17X9 8X6.5 125.1 NBD +01,Fuel 1PC,17X9,8X6.5,1,345.00,345.00 ,Matte Black w/ Dark Tint,398.00,-53.00,exact
D53817908257,MAVERICK 17X9 8X6.5 125.2 NBD 20MM,Fuel 1PC,17X9,8X6.5,20,345.00,345.00 ,Matte Black w/ Dark Tint,398.00,-53.00,exact
D53817909850,MAVERICK 17X9 6X135/5.5 106.1 NBD +01,Fuel 1PC,17X9,6X135/5.5,1,345.00,345.00 ,Matte Black w/ Dark Tint,398.00,-53.00,exact
D53817909857,MAVERICK 17X9 6X135/5.5 106.1 NBD +20,Fuel 1PC,17X9,6X135/5.5,20,345.00,345.00 ,Matte Black w/ Dark Tint,398.00,-53.00,exact
D53818901750,MAVERICK 18X9 8X170 125.1 NBD +01,Fuel 1PC,18X9,8X170,1,395.00,395.00 ,Matte Black w/ Dark Tint,446.54,-51.54,size-avg
D53818901757,MAVERICK 18X9 8X170 NBD 5.75 125.2 20MM,Fuel 1PC,18X9,8X170,20,395.00,395.00 ,Matte Black w/ Dark Tint,446.54,-51.54,size-avg
D53818901857,MAVERICK 18X9 8X180 125.1 NBD +20,Fuel 1PC,18X9,8X180,20,395.00,395.00 ,Matte Black w/ Dark Tint,446.54,-51.54,size-avg
D53818902645,MAVERICK 18X9 5X4.5/5.0 78.1 NBD -12,Fuel 1PC,18X9,5X4.5/5.0,-12,395.00,395.00 ,Matte Black w/ Dark Tint,446.54,-51.54,size-avg
D53818902657,MAVERICK 18X9 5X114.3/127 5.75 NBD +20,Fuel 1PC,18X9,5X4.5,20,395.00,395.00 ,Matte Black w/ Dark Tint,446.54,-51.54,size-avg
D53818906957,MAVERICK 18X9 6X120/5.5 78.1 NBD +19,Fuel 1PC,18X9,6X120/5.5,19,395.00,395.00 ,Matte Black w/ Dark Tint,446.54,-51.54,size-avg
D53818907057,MAVERICK 18X9 5X5.5/150 110.1 NBD +20,Fuel 1PC,18X9,5X5.5/150,20,395.00,395.00 ,Matte Black w/ Dark Tint,446.54,-51.54,size-avg
D53818908245,MAVERICK 18X9 8X6.5 125.1 NBD -12,Fuel 1PC,18X9,8X6.5,-12,395.00,395.00 ,Matte Black w/ Dark Tint,446.54,-51.54,size-avg
D53818908250,MAVERICK 18X9 8X6.5 125.1 NBD +01,Fuel 1PC,18X9,8X6.5,1,395.00,395.00 ,Matte Black w/ Dark Tint,446.54,-51.54,size-avg
D53818908257,MAVERICK 18X9 8X6.5 125.1 NBD +20,Fuel 1PC,18X9,8X6.5,20,395.00,395.00 ,Matte Black w/ Dark Tint,446.54,-51.54,size-avg
D53818909850,MAVERICK 18X9 6X135/5.5 106.1 NBD +01,Fuel 1PC,18X9,6X135/5.5,1,395.00,395.00 ,Matte Black w/ Dark Tint,446.54,-51.54,size-avg
D53818909854,MAVERICK 18X9 6X135/5.5 106.1 NBD +13,Fuel 1PC,18X9,6X135/5.5,13,395.00,395.00 ,Matte Black w/ Dark Tint,446.54,-51.54,size-avg
D53818909857,MAVERICK 18X9 6X135/5.5 106.1 NBD +20,Fuel 1PC,18X9,6X135/5.5,20,395.00,395.00 ,Matte Black w/ Dark Tint,446.54,-51.54,size-avg
D53820000547,MAVERICK 20X10 5X5.0/135 87.1 NBD -18,Fuel 1PC,20X10,5X5.0/135,-18,525.00,525.00 ,Matte Black w/ Dark Tint,464.67,60.33,exact
D53820001747,MAVERICK 20X10 8X170 125.1 NBD -18,Fuel 1PC,20X10,8X170,-18,525.00,525.00 ,Matte Black w/ Dark Tint,464.67,60.33,exact
D53820001847,MAVERICK 20X10 8X180 125.1 NBD -18,Fuel 1PC,20X10,8X180,-18,525.00,525.00 ,Matte Black w/ Dark Tint,464.67,60.33,exact
D53820001850,MAVERICK 20X10 8X180 125.1 NBD -12,Fuel 1PC,20X10,8X180,-12,525.00,525.00 ,Matte Black w/ Dark Tint,464.67,60.33,exact
D53820007047,MAVERICK 20X10 5X5.5/150 110.1 NBD -18,Fuel 1PC,20X10,5X5.5/150,-18,525.00,525.00 ,Matte Black w/ Dark Tint,464.67,60.33,exact
D53820008247,MAVERICK 20X10 8X6.5 125.1 NBD -18,Fuel 1PC,20X10,8X6.5,-18,525.00,525.00 ,Matte Black w/ Dark Tint,464.67,60.33,exact
D53820009847,MAVERICK 20X10 6X135/5.5 106.1 NBD -18,Fuel 1PC,20X10,6X135/5.5,-18,525.00,525.00 ,Matte Black w/ Dark Tint,464.67,60.33,exact
D53820409845,MAVERICK 20X14 6X135/5.5 106.1 NBD -76,Fuel 1PC,20X14,6X135/5.5,-76,600.00,600.00 ,Matte Black w/ Dark Tint,,,
D53820827235,MAVERICK DRW 20X8.25 8X6.5 -221 NBD (DR),Fuel 1PC,20X8.25,8X6.5,-221,579.00,579.00 ,Matte Black w/ Dark Tint,616.33,-37.33,size-avg
D538208272F,MAVERICK DRW 20X8.25 8X6.5 +122 NBD (DF),Fuel 1PC,20X8.25,8X6.5,122,579.00,579.00 ,Matte Black w/ Dark Tint,616.33,-37.33,size-avg
D53820828D35,MAVERICK DRW 20X8.25 8X6.5 -240 NBD (DR),Fuel 1PC,20X8.25,8X6.5,-240,579.00,579.00 ,Matte Black w/ Dark Tint,616.33,-37.33,size-avg
D53820828DF,MAVERICK DRW 20X8.25 8X6.5 +122 NBD (DF),Fuel 1PC,20X8.25,8X6.5,122,579.00,579.00 ,Matte Black w/ Dark Tint,616.33,-37.33,size-avg
D53820829235,MAVERICK DRW 20X8.25 8X200 -201 NBD (DR),Fuel 1PC,20X8.25,8X200,-201,579.00,579.00 ,Matte Black w/ Dark Tint,616.33,-37.33,size-avg
D538208292F,MAVERICK DRW 20X8.25 8X200 +122 NBD (DF),Fuel 1PC,20X8.25,8X200,122,579.00,579.00 ,Matte Black w/ Dark Tint,616.33,-37.33,size-avg
D53820829325,MAVERICK DRW 20X8.25 8X210 -195 NBD (DR),Fuel 1PC,20X8.25,8X210,-195,579.00,579.00 ,Matte Black w/ Dark Tint,616.33,-37.33,size-avg
D53820829335,MAVERICK DRW 20X8.25 8X210 -221 NBD (DR),Fuel 1PC,20X8.25,8X210,-221,579.00,579.00 ,Matte Black w/ Dark Tint,616.33,-37.33,size-avg
D538208293F,MAVERICK DRW 20X8.25 8X210 +122 NBD (DF),Fuel 1PC,20X8.25,8X210,122,579.00,579.00 ,Matte Black w/ Dark Tint,616.33,-37.33,size-avg
D5382082A9,MAVERICK DRW 20X8.25 10X225 +105 NBD DF,Fuel 1PC,20X8.25,10X225,105,579.00,579.00 ,Matte Black w/ Dark Tint,616.33,-37.33,size-avg
D5382082A935,MAVERICK DRW 20X8.25 10X225 -202 NBD DR,Fuel 1PC,20X8.25,10X225,-202,579.00,579.00 ,Matte Black w/ Dark Tint,616.33,-37.33,size-avg
D53820901750,MAVERICK 20X9 8X170 125.1 NBD +01,Fuel 1PC,20X9,8X170,1,500.00,500.00 ,Matte Black w/ Dark Tint,478.00,22.00,exact
D53820901757,MAVERICK 20X9 8X170 125.1 NBD +20,Fuel 1PC,20X9,8X170,20,500.00,500.00 ,Matte Black w/ Dark Tint,478.00,22.00,exact
D53820901850,MAVERICK 20X9 8X180 125.1 NBD +01,Fuel 1PC,20X9,8X180,1,500.00,500.00 ,Matte Black w/ Dark Tint,478.00,22.00,exact
D53820901857,MAVERICK 20X9 8X180 125.1 NBD +20,Fuel 1PC,20X9,8X180,20,500.00,500.00 ,Matte Black w/ Dark Tint,478.00,22.00,exact
D53820902657,MAVERICK 20X9 5X114.35X127 5.75 NBD +20,Fuel 1PC,20X9,5X4.5,20,500.00,500.00 ,Matte Black w/ Dark Tint,478.00,22.00,exact
D53820905665,MAVERICK 20X9 5X150 110.1 NBD +35,Fuel 1PC,20X9,5X150,35,500.00,500.00 ,Matte Black w/ Dark Tint,478.00,22.00,exact
D53820907050,MAVERICK 20X9 5X5.5/150 110.1 NBD +01,Fuel 1PC,20X9,5X5.5/150,1,500.00,500.00 ,Matte Black w/ Dark Tint,478.00,22.00,exact
D53820907057,MAVERICK 20X9 5X5.5/150 110.1 NBD +20,Fuel 1PC,20X9,5X5.5/150,20,500.00,500.00 ,Matte Black w/ Dark Tint,478.00,22.00,exact
D53820907563,MAVERICK 20X9 5X127 NBD 6.35 71.5 +35,Fuel 1PC,20X9,5X5.0,35,500.00,500.00 ,Matte Black w/ Dark Tint,478.00,22.00,exact
D53820908250,MAVERICK 20X9 8X6.5 125.1 NBD +01,Fuel 1PC,20X9,8X6.5,1,500.00,500.00 ,Matte Black w/ Dark Tint,478.00,22.00,exact
D53820908257,MAVERICK 20X9 8X6.5 125.1 NBD +20,Fuel 1PC,20X9,8X6.5,20,500.00,500.00 ,Matte Black w/ Dark Tint,478.00,22.00,exact
D53820908760,MAVERICK 20X9 6X4.5 72 NBD +25,Fuel 1PC,20X9,6X4.5,25,500.00,500.00 ,Matte Black w/ Dark Tint,478.00,22.00,exact
D53820909850,MAVERICK 20X9 6X135/5.5 106.1 NBD +01,Fuel 1PC,20X9,6X135/5.5,1,500.00,500.00 ,Matte Black w/ Dark Tint,478.00,22.00,exact
D53820909855,MAVERICK 20X9 6X135/5.5 106.1 NBD +14,Fuel 1PC,20X9,6X135/5.5,14,500.00,500.00 ,Matte Black w/ Dark Tint,478.00,22.00,exact
D5382090C165,MAVERICK 20X9 5X110/5.0 72 NBD +38,Fuel 1PC,20X9,5X110/5.0,38,500.00,500.00 ,Matte Black w/ Dark Tint,478.00,22.00,exact
D5382090D262,MAVERICK 20X9 6X4.5/120 72 NBD +30,Fuel 1PC,20X9,6X4.5/120,30,500.00,500.00 ,Matte Black w/ Dark Tint,478.00,22.00,exact
D53822009844,MAVERICK 22X10 6X135/5.5 106.1 NBD -24BB,Fuel 1PC,22X10,6X135/5.5,-24,550.00,550.00 ,Matte Black w/ Dark Tint,559.82,-9.82,exact
D53822009856,MAVERICK 22X10 6X135/5.5 106.1 NBD +10BB,Fuel 1PC,22X10,6X135/5.5,10,550.00,550.00 ,Matte Black w/ Dark Tint,559.82,-9.82,exact
D538228292,MAVERICK DRW 22X8.25 8X200 +105 NBD (DF),Fuel 1PC,22X8.25,8X200,105,675.00,675.00 ,Matte Black w/ Dark Tint,678.00,-3.00,size-avg
D538228293,MAVERICK DRW 22X8.25 8X210 +105 NBD (DF),Fuel 1PC,22X8.25,8X210,105,675.00,675.00 ,Matte Black w/ Dark Tint,678.00,-3.00,size-avg
D53822951862,MAVERICK 22X9.5 8X180 125.1 NBD +25,Fuel 1PC,22X9.5,8X180,25,550.00,550.00 ,Matte Black w/ Dark Tint,,,
D54220907050,MAVERICK 20X9 5X5.5/150 110.1 NGD +01,Fuel 1PC,20X9,5X5.5/150,1,500.00,500.00 ,Matte Black w/ Dark Tint,478.00,22.00,exact
D54617852652,ASSAULT 17X8.5 5X4.5/5.0 78.1 NBD +14,Fuel 1PC,17X8.5,5X4.5/5.0,14,345.00,345.00 ,Matte Black w/ Dark Tint,,,
D54617852657,ASSAULT 17X8.5 5X4.5/5.0  NBD +25,Fuel 1PC,17X8.5,5X4.5/5,25,345.00,345.00 ,Matte Black w/ Dark Tint,,,
D54617857057,ASSAULT 17X8.5 5X5.5/150 110.1 NBD +25,Fuel 1PC,17X8.5,5X5.5/150,25,345.00,345.00 ,Matte Black w/ Dark Tint,,,
D54617858455O,ASSAULT 17X8.5 6X139.7 NL 5.5 106.1 +20M,Fuel 1PC,17X8.5,6X5.5,20,320.00,320.00 ,Matte Black,,,
D54617859452,ASSAULT 17X8.5 6X120 67.06 NBD +14,Fuel 1PC,17X8.5,6X120,14,345.00,345.00 ,Matte Black w/ Dark Tint,,,
